Sample_ID,Genome,Study,Country,Region,Year,Accession,Database,Continent,updated_arc,updated_Subtype
QE0429-C.g136,QE0429-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR223074,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1-DBLg9,DBLa2-CIDRa1.1 head structure with DBLg6
QE0432-C.g901,QE0432-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR216635,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
QE0433-C.g335,QE0433-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR216636,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz2-DBLe14,DBLa2-CIDRa1.8 head structure with DBLg4
QE0436-C.g196,QE0436-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR223079,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
QE0437-C.g979,QE0437-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR223080,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
QE0439-C.g277,QE0439-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR223082,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLg10-DBLd1-CIDRb7,DBLa2-CIDRa1.8 head structure with DBLg4
QE0440-C.g593,QE0440-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR223083,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
QE0441-C.g617,QE0441-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR223084,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd5-CIDRb4,DBLa2-CIDRa1.8 head structure with DBLg4
QE0443-C.g294,QE0443-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR216563,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe9,DBLa2-CIDRa1.8 head structure with DBLg4
QE0448-C.g335,QE0448-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR216568,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QE0449-C.g98,QE0449-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR216637,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QE0451-C.g318,QE0451-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR216569,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg6
QE0452-C.g428,QE0452-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR216570,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLe14-DBLe3,DBLa2-CIDRa1.8 head structure with DBLg4
QE0456-C.g239,QE0456-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR216638,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
QE0456-C.g364,QE0456-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR216638,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
QE0458-C.g251,QE0458-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR216639,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1,DBLa2-CIDRa1.8 head structure with DBLg4
QE0460-C.g44,QE0460-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR221477,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
QE0463-C.g60,QE0463-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR221478,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
QE0464-C.g520,QE0464-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR221479,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.8 head structure with DBLg6
QE0466-C.g300,QE0466-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR221481,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.1 head structure with DBLg4
QE0470-C.g307,QE0470-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR216640,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
QE0470-C.g572,QE0470-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR216640,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLz4,DBLa2-CIDRa1.8 head structure with DBLg6
QE0473-C.g13438,QE0473-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2012,ERR221486,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.8 head structure with DBLg4
QE0481-C.g523,QE0481-C,1052-PF-TRAC-WHITE,Laos,Attapeu,2011,ERR426027,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLz4,DBLa2-CIDRa1.8 head structure with DBLg6
QG0007-C.g205,QG0007-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404145,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
QG0007-C.g240,QG0007-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404145,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0007-C.g254,QG0007-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404145,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg12,DBLa2-CIDRa1.1 head structure with DBLg4
QG0009-C.g769,QG0009-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404148,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QG0011-C.g637,QG0011-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404150,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb4,DBLa2-CIDRa1.1 head structure with DBLg4
QG0012-C.g541,QG0012-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404151,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0017-C.g222,QG0017-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404156,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd2-CIDRg6,DBLa2-CIDRa1.1 head structure with DBLg4
QG0019-C.g789,QG0019-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404146,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QG0020-C.g1290,QG0020-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404159,megaDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg6
QG0020-C.g5232,QG0020-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404159,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd5-CIDRb3-DBLb9-DBLg9,DBLa2-CIDRa1.8 head structure with DBLg6
QG0021-C.g75,QG0021-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404161,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0025-C.g57,QG0025-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404165,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
QG0026-C.g96,QG0026-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404166,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
QG0027-C.g354,QG0027-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404167,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1,DBLa2-CIDRa1.1 head structure with DBLg4
QG0029-C.g231,QG0029-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404169,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd5-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QG0031-C.g297,QG0031-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404158,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QG0032-C.g375,QG0032-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR404160,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
QG0037-C.g4159,QG0037-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377587,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLe14-DBLe3,DBLa2-CIDRa1.8 head structure with DBLg4
QG0046-C.g9044,QG0046-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR417623,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
QG0047-C.g621,QG0047-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR417625,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0048-C.g316,QG0048-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR417626,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd4-CIDRg1-DBLz6-DBLe9,DBLa2-CIDRa1.1 head structure with DBLg4
QG0048-C.g605,QG0048-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR417626,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
QG0053-C.g2361,QG0053-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR417630,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb3,DBLa2-CIDRa1.8 head structure with DBLg4
QG0059-C.g3428,QG0059-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377597,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLg17-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg6
QG0064-C.g3057,QG0064-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377603,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
QG0066-C.g3207,QG0066-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377605,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg8,DBLa2-CIDRa1.1 head structure with DBLg4
QG0068-C.g3949,QG0068-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377594,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
QG0071-C.g385,QG0071-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377598,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0080-C.g3283,QG0080-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377607,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
QG0081-C.g1568,QG0081-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377608,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg9,DBLa2-CIDRa1.1 head structure with DBLg4
QG0082-C.g3152,QG0082-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377609,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0083-C.g947,QG0083-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377610,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0090-C.g26,QG0090-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377630,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
QG0098-C.g118,QG0098-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377632,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
QG0106-C.g530,QG0106-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377640,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0106-C.g531,QG0106-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377640,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb3,DBLa2-CIDRa1.8 head structure with DBLg6
QG0114-C.g2720,QG0114-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377567,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLe14-DBLe3,DBLa2-CIDRa1.8 head structure with DBLg4
QG0115-C.g4800,QG0115-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377556,megaDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg9-DBLd1-CIDRb6,DBLa1.2-CIDRa1.1 head structure with DBLg6
QG0120-C.g3776,QG0120-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377561,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0122-C.g233,QG0122-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377527,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
QG0132-C.g1054,QG0132-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377525,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz2,DBLa2-CIDRa1.1 head structure with DBLg4
QG0134-C.g39,QG0134-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377539,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLg17-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
QG0134-C.g846,QG0134-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377539,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0135-C.g1019,QG0135-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377540,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0135-C.g62,QG0135-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377540,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLg17-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
QG0141-C.g2597,QG0141-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377534,megaDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11-DBLd1,DBLa1.2-CIDRa1.1 head structure with DBLg6
QG0144-C.g3604,QG0144-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377537,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
QG0144-C.g4154,QG0144-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377537,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0145-C.g274,QG0145-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377538,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0150-C.g293,QG0150-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR388737,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0154-C.g3797,QG0154-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR388729,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLe14-DBLe3,DBLa2-CIDRa1.1 head structure with DBLg4
QG0155-C.g4782,QG0155-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR388730,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
QG0156-C.g4089,QG0156-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR388731,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QG0158-C.g1370,QG0158-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377551,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0159-C.g3131,QG0159-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377552,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0161-C.g1174,QG0161-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377554,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0162-C.g408,QG0162-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377555,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz2-DBLe11-DBLe3,DBLa2-CIDRa1.1 head structure with DBLg4
QG0164-C.g235,QG0164-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377545,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg10,DBLa2-CIDRa1.1 head structure with DBLg6
QG0167-C.g6097,QG0167-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377548,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0172-C.g1783,QG0172-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377577,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0176-C.g73,QG0176-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377569,megaDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg6
QG0178-C.g4412,QG0178-C,1101-PF-CD-ONYAMBOKO,DRC,Kinshasa,2012,ERR377571,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
QG0190-C.g240,QG0190-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404204,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg6
QG0191-C.g464,QG0191-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404199,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
QG0192-C.g1922,QG0192-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426083,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd4-CIDRg1-DBLz6-DBLe9,DBLa2-CIDRa1.1 head structure with DBLg4
QG0194-C.g241,QG0194-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404260,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg2,DBLa2-CIDRa1.1 head structure with DBLg6
QG0200-C.g213,QG0200-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404202,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe9,DBLa2-CIDRa1.8 head structure with DBLg4
QG0201-C.g145,QG0201-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426021,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg2,DBLa2-CIDRa1.1 head structure with DBLg4
QG0202-C.g100,QG0202-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426128,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.8 head structure with DBLg4
QG0203-C.g1370,QG0203-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404212,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg6
QG0203-C.g237,QG0203-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404212,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
QG0204-C.g137,QG0204-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426122,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1,DBLa2-CIDRa1.1 head structure with DBLg4
QG0205-C.g118,QG0205-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404240,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11-DBLd1-CIDRb5,DBLa1.2-CIDRa1.1 head structure with DBLg6
QG0208-C.g179,QG0208-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426004,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd4-CIDRb5,DBLa2-CIDRa1.8 head structure with DBLg4
QG0213-C.g436,QG0213-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404192,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
QG0216-C.g427,QG0216-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404187,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
QG0218-C.g6558,QG0218-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426002,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
QG0232-C.g3646,QG0232-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426071,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
QG0234-C.g2635,QG0234-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404215,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLe14,DBLa2-CIDRa1.8 head structure with DBLg4
QG0235-C.g3026,QG0235-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426085,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
QG0236-C.g2343,QG0236-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426086,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.8 head structure with DBLg4
QG0238-C.g3734,QG0238-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426060,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg6
QG0240-C.g2450,QG0240-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426084,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz3,DBLa2-CIDRa1.8 head structure with DBLg4
QG0246-C.g2325,QG0246-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426019,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg6
